id,alias,name,image_url,is_closed,url,review_count,categories/0/alias,categories/0/title,rating,coordinates/latitude,coordinates/longitude,transactions/0,transactions/1,location/address1,location/address2,location/address3,location/city,location/zip_code,location/country,location/state,location/display_address/0,location/display_address/1,phone,display_phone,distance,price,location/display_address/2,categories/1/alias,categories/1/title,categories/2/alias,categories/2/title
48IFYYRKXAlCn1JbCV3_bA,king-and-queen-cantina-san-diego,King and Queen Cantina,https://s3-media1.fl.yelpcdn.com/bphoto/hBCuZ0DdoihGUROQOHpMGA/o.jpg,false,https://www.yelp.com/biz/king-and-queen-cantina-san-diego?adjust_creative=MWxVGaN-wwQ0ihWaIfhrqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MWxVGaN-wwQ0ihWaIfhrqQ,2208,mexican,Mexican,4.5,32.720739304308594,-117.16932430783876,delivery,pickup,1490 Kettner Blvd,,,San Diego,92101,US,CA,1490 Kettner Blvd,"San Diego, CA 92101",+16197567864,(619) 756-7864,7894.462979138204,$$,,cocktailbars,Cocktail Bars,tapas,Tapas Bars
J0GLFRE_rcgrVp4K0joTsg,tacos-el-gordo-san-diego,Tacos El Gordo,https://s3-media2.fl.yelpcdn.com/bphoto/FaWIkPY_CIGwjMAz_6qbjg/o.jpg,false,https://www.yelp.com/biz/tacos-el-gordo-san-diego?adjust_creative=MWxVGaN-wwQ0ihWaIfhrqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MWxVGaN-wwQ0ihWaIfhrqQ,957,mexican,Mexican,3.5,32.58347,-117.06294,delivery,,3265 Palm Ave,,,San Diego,92154,US,CA,3265 Palm Ave,"San Diego, CA 92154",+16195757280,(619) 575-7280,24548.76794321491,$,,,,,
WsY64p6s4BG4wKeJaR0iyg,el-patron-traditional-mexican-grill-san-diego,El Patron Traditional Mexican Grill,https://s3-media2.fl.yelpcdn.com/bphoto/49l1CkNJc40UJ27-a5HuBw/o.jpg,false,https://www.yelp.com/biz/el-patron-traditional-mexican-grill-san-diego?adjust_creative=MWxVGaN-wwQ0ihWaIfhrqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MWxVGaN-wwQ0ihWaIfhrqQ,1187,mexican,Mexican,4,32.9174449,-117.1210759,delivery,pickup,9460 Mira Mesa Blvd,Ste H,,San Diego,92126,US,CA,9460 Mira Mesa Blvd,Ste H,+18585493467,(858) 549-3467,14620.370618064648,$,"San Diego, CA 92126",seafood,Seafood,,
kdjSNl1ciYCqWsa0qC6l1w,la-tiendita-de-linda-vista-san-diego-2,La Tiendita De Linda Vista,https://s3-media2.fl.yelpcdn.com/bphoto/rlRdc1KWXRPtd1r-dD4Tgw/o.jpg,false,https://www.yelp.com/biz/la-tiendita-de-linda-vista-san-diego-2?adjust_creative=MWxVGaN-wwQ0ihWaIfhrqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MWxVGaN-wwQ0ihWaIfhrqQ,82,mexican,Mexican,4.5,32.7837,-117.16926,delivery,pickup,2187 Ulric St,,,San Diego,92111,US,CA,2187 Ulric St,"San Diego, CA 92111",+18585656469,(858) 565-6469,1612.925974837034,$,,breakfast_brunch,Breakfast & Brunch,intlgrocery,International Grocery
iVWC7ivyOVNJsnxSreMopg,la-palapa-taco-shop-san-diego,La Palapa Taco Shop,https://s3-media3.fl.yelpcdn.com/bphoto/GOLRZe9i1H3elinbAxbhkw/o.jpg,false,https://www.yelp.com/biz/la-palapa-taco-shop-san-diego?adjust_creative=MWxVGaN-wwQ0ihWaIfhrqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MWxVGaN-wwQ0ihWaIfhrqQ,41,tacos,Tacos,4.5,32.823277,-117.214099,delivery,pickup,4386 Moraga Ave,,,San Diego,92117,US,CA,4386 Moraga Ave,"San Diego, CA 92117",+18584901190,(858) 490-1190,6687.746793171172,,,,,,
nR-vajlrKz0xPFqROagBtQ,lupes-mexican-eatery-san-diego,Lupe's Mexican Eatery,https://s3-media4.fl.yelpcdn.com/bphoto/J2RIFgDooRv4MLM5PkaPFQ/o.jpg,false,https://www.yelp.com/biz/lupes-mexican-eatery-san-diego?adjust_creative=MWxVGaN-wwQ0ihWaIfhrqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MWxVGaN-wwQ0ihWaIfhrqQ,708,mexican,Mexican,3.5,32.8012747770419,-117.157816924791,delivery,pickup,7621 Linda Vista Rd 101,,,San Diego,92111,US,CA,7621 Linda Vista Rd 101,"San Diego, CA 92111",+18582924067,(858) 292-4067,1248.0327230264993,$,,,,,
e8I1GAJgBdl2f8KksYCVNg,fit-tacos-san-diego-3,Fit Tacos ,https://s3-media2.fl.yelpcdn.com/bphoto/41SzlP8snleUCnR44eZiyw/o.jpg,false,https://www.yelp.com/biz/fit-tacos-san-diego-3?adjust_creative=MWxVGaN-wwQ0ihWaIfhrqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MWxVGaN-wwQ0ihWaIfhrqQ,32,catering,Caterers,5,32.8338314,-117.1462858,,,8262 Clairemont Blvd,,,San Diego,92111,US,CA,8262 Clairemont Blvd,"San Diego, CA 92111",+16196130266,(619) 613-0266,4865.38942188495,,,foodtrucks,Food Trucks,,
nFpDRtlF6eDASynCmMCnfQ,jvs-mexican-food-san-diego,JV's Mexican Food,https://s3-media1.fl.yelpcdn.com/bphoto/Vfy6O-Riawn2Fr8t2eEHfA/o.jpg,false,https://www.yelp.com/biz/jvs-mexican-food-san-diego?adjust_creative=MWxVGaN-wwQ0ihWaIfhrqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MWxVGaN-wwQ0ihWaIfhrqQ,1247,mexican,Mexican,4,32.76875,-117.20021,delivery,,1112 Morena Blvd,,,San Diego,92110,US,CA,1112 Morena Blvd,"San Diego, CA 92110",+16192760758,(619) 276-0758,4965.2872130408705,$,,,,,
ByT2w8djGeGYrVG1eBnb9w,mariscos-mi-gusto-es-san-diego-2,Mariscos Mi Gusto Es,https://s3-media4.fl.yelpcdn.com/bphoto/z5kX9QPkiGXUux-PjQqvyg/o.jpg,false,https://www.yelp.com/biz/mariscos-mi-gusto-es-san-diego-2?adjust_creative=MWxVGaN-wwQ0ihWaIfhrqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MWxVGaN-wwQ0ihWaIfhrqQ,266,mexican,Mexican,5,32.729069,-117.098941,,,4425 Home Ave,,,San Diego,92105,US,CA,4425 Home Ave,"San Diego, CA 92105",+16192745924,(619) 274-5924,8561.012879186888,$,,foodtrucks,Food Trucks,seafood,Seafood
lufX3zagRcN8yHCGh_xagA,city-tacos-la-mesa-2,City Tacos,https://s3-media2.fl.yelpcdn.com/bphoto/Ez2kLI-E0NaiERWhroARWQ/o.jpg,false,https://www.yelp.com/biz/city-tacos-la-mesa-2?adjust_creative=MWxVGaN-wwQ0ihWaIfhrqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MWxVGaN-wwQ0ihWaIfhrqQ,673,tacos,Tacos,4,32.7650642806573,-117.018342186508,delivery,pickup,8325 La Mesa Blvd,,,La Mesa,91942,US,CA,8325 La Mesa Blvd,"La Mesa, CA 91942",+16194677999,(619) 467-7999,13003.460242020055,$$,,,,,
SNYMxDXzG6W8drNVLenmKA,el-tianguis-san-diego,El Tianguis,https://s3-media1.fl.yelpcdn.com/bphoto/GzX9cK8MDJzfrpmWXTw6fQ/o.jpg,false,https://www.yelp.com/biz/el-tianguis-san-diego?adjust_creative=MWxVGaN-wwQ0ihWaIfhrqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MWxVGaN-wwQ0ihWaIfhrqQ,325,mexican,Mexican,4.5,32.7557,-117.13346,delivery,pickup,2810 El Cajon Blvd,,,San Diego,92104,US,CA,2810 El Cajon Blvd,"San Diego, CA 92104",+16196773581,(619) 677-3581,4324.41953287124,$,,gluten_free,Gluten-Free,,
